tranaction_Id,transaction_date,district,complete_year,transaction_type,num_building,num_land,num_garage,garage_status,garage_label,total_floor_number,building_state,main_building_materials,land_shifting_total_area,building_shifting_total_area,main_building_area,subsidiary_building_area,balcony_area,num_room,num_bathroom,compartment,management_org,carpark_type,carpark_shifting_area,carpark_total_price,elevator,total_ntd,unit_ntd
21614,12/21/20,Shilin District,1984,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,33.38,104.55,94.66,0,9.89,3,2,1,0,No carpark,0,0,0,17000000,162602
21615,12/8/20,Daan District,1983,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,27.94,159.07,118.07,0,20.48,4,2,1,0,No carpark,0,0,1,36880000,231848
21616,12/21/20,Daan District,1974,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,42.6,154.84,154.84,0,0,3,2,1,0,No carpark,0,0,0,34580000,223327
21617,11/14/20,Wenshan District,2002,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,40.05,149.16,76.76,0,6.63,2,1,1,1,Ramp Plane,0,0,1,17920000,120139
21618,12/23/20,Wenshan District,1968,Land+Building,1,1,0,0,No,4,Apartment_5storey,Strengthened Brickwork,33.5,105.95,105.95,0,0,3,1,1,0,No carpark,0,0,0,14500000,136857
21619,12/28/20,Wenshan District,NULL,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,21.83,96.26,81.36,0,14.9,3,2,1,1,No carpark,0,0,1,14000000,145439
21620,12/17/20,ZhongZheng District,2020,Land+Building,1,2,0,0,No,14,Apartment_11storeyorgreater,Reinforced Concrete,4.05,48.67,26.56,1.04,2.64,0,0,0,0,No carpark,0,0,1,12050000,247586
21621,12/5/20,Wenshan District,1996,Land+Building,1,1,0,0,No,24,Apartment_11storeyorgreater,Other,3.79,46.53,20.3,0.97,2.11,1,1,1,1,No carpark,0,0,1,6350000,136442
21622,12/30/20,Wenshan District,NULL,Land+Building,1,2,0,0,No,4,Apartment_5storey,Reinforced Concrete,40,97.44,97.44,0,0,3,1,1,0,No carpark,0,0,0,6500000,66708
21623,12/17/20,Daan District,1984,Land+Building+Garage,1,2,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,35.62,195.7,124.5,0,16.87,3,2,1,1,Ramp Plane,0,0,1,51000000,260603
21624,12/10/20,Wanhua District,1974,Land+Building,1,1,0,0,No,9,Apartment_5to10storey,Reinforced Concrete,3.75,32.53,32.53,0,0,0,0,0,1,No carpark,0,0,1,2800000,86074
21625,12/10/20,Wanhua District,1974,Land+Building,1,1,0,0,No,9,Apartment_5to10storey,Reinforced Concrete,2.98,18.09,11.24,0,0,0,0,0,1,No carpark,0,0,1,2000000,110558
21626,12/18/20,Wanhua District,2006,Land+Building+Garage,1,1,1,1,Yes,11,Apartment_11storeyorgreater,Reinforced Concrete,6.73,90.72,25.35,0.42,3.91,3,1,1,1,Ramp Plane,0,2380000,1,13100000,144400
21627,12/1/20,Wanhua District,1987,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,28.35,132.56,89.23,0,14.34,3,2,1,1,No carpark,0,0,1,19000000,143331
21628,12/2/20,Datong District,2020,Land+Building+Garage,1,1,1,1,Yes,12,Apartment_11storeyorgreater,Reinforced Concrete,11.71,126.21,63.65,0,7.44,2,2,1,1,Lifting Plane,19.27,2200000,1,26740000,229474
21629,12/25/20,Wanhua District,1975,Land+Building,1,2,0,0,No,5,Apartment_5storey,Reinforced Concrete,18.19,45.88,45.88,0,0,1,1,1,0,No carpark,0,0,0,5900000,128596
21630,12/28/20,Datong District,NULL,Land+Building,1,2,0,0,No,4,House,Strengthened Brickwork,26.5,91.82,91.82,0,0,1,1,1,0,No carpark,0,0,0,10000000,108909
21631,10/6/20,Zhongshan District,2000,Land+Building+Garage,1,1,1,1,Yes,9,Apartment_5to10storey,Reinforced Concrete,70.53,276.28,152.75,3.04,13.9,4,3,1,1,Ramp Plane,53.8,0,1,48880000,176922
21632,12/5/20,Xinyi District,1991,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,14.63,135.05,104.55,0,12.32,4,2,1,1,No carpark,0,0,1,29380000,217549
21633,12/9/20,Xinyi District,1978,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,23.99,150.07,122.64,0,19.69,12,3,1,0,No carpark,0,0,1,37320000,248684
21634,12/19/20,Songshan District,NULL,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,49,114.26,114.26,0,0,5,2,1,0,No carpark,0,0,0,23000000,201295
21635,12/23/20,Songshan District,NULL,Land+Building,1,1,0,0,No,6,Apartment_5to10storey,Reinforced Concrete,12.37,64.3,64.3,0,0,1,1,1,1,No carpark,0,0,1,19450000,302488
21636,12/29/20,Nangang District,NULL,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,25.5,76.74,76.74,0,0,0,0,0,0,No carpark,0,0,0,17000000,221527
21637,12/29/20,Nangang District,1994,Land+Building+Garage,1,1,1,1,Yes,17,Apartment_11storeyorgreater,Reinforced Concrete,24,136.31,59.05,1.34,7.3,2,1,1,1,Ramp Plane,51.2,0,1,21000000,154049
21638,11/29/20,Songshan District,NULL,Land+Building,1,1,0,0,No,4,Apartment_5storey,Strengthened Brickwork,31.5,79.31,79.31,0,0,6,3,1,0,No carpark,0,0,0,14280000,180053
21639,12/29/20,Xinyi District,1998,Land+Building,1,1,0,0,No,9,Apartment_5to10storey,Reinforced Concrete,13.66,56.03,36.76,0.99,3.48,2,1,1,1,No carpark,0,0,1,14000000,249866
21640,12/31/20,Songshan District,2010,Garage,1,2,1,1,Yes,15,Other,Steel Reinforced Concrete,0.04,2.38,0,0,0,0,0,1,1,Tower,0,1100000,0,1100000,NULL
21641,12/24/20,Zhongshan District,1971,Land+Building,1,1,0,0,No,14,Apartment_11storeyorgreater,Reinforced Concrete,42.95,457.62,409.6,0,0,5,1,1,1,No carpark,0,0,1,80000000,174818
21642,12/27/20,Neihu District,1984,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,48.1,146.55,96.98,0,14.84,4,2,1,0,No carpark,0,0,0,21500000,146708
21643,12/19/20,Neihu District,1993,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,20.09,64.49,44.28,0,10.46,2,2,1,1,No carpark,0,0,1,12000000,186075
21644,12/31/20,Zhongshan District,1974,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,25.6,96.06,87.32,0,8.74,2,2,1,0,No carpark,0,0,0,15600000,162399
21645,12/5/20,Neihu District,1984,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,29.37,90.07,79.83,0,10.24,3,1,1,0,No carpark,0,0,0,10460000,116132
21646,12/18/20,Neihu District,1984,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,13.41,40.77,35.83,4.94,0,2,1,1,0,No carpark,0,0,0,6300000,154525
21647,12/27/20,Zhongshan District,2011,Land+Building,1,1,0,0,No,10,Apartment_5to10storey,Reinforced Concrete,14.71,79.01,40.5,3.6,5.86,1,1,1,1,No carpark,0,0,1,18000000,227819
21648,12/19/20,Neihu District,1985,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,33.43,103.33,76.73,2.99,14.39,3,2,1,0,No carpark,0,0,0,15300000,148069
21649,12/24/20,Zhongshan District,1992,Land+Building,1,1,0,0,No,11,Apartment_11storeyorgreater,Reinforced Concrete,6.92,55.54,33.13,0,5.81,2,1,1,1,No carpark,0,0,1,8880000,159885
21650,12/29/20,Neihu District,1979,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,8.96,44.2,42.09,0,2.12,3,1,1,0,No carpark,0,0,0,5010000,113348
21651,11/14/20,Beitou District,1972,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,37,114.85,114.85,0,0,4,2,1,0,No carpark,0,0,0,18500000,161080
21652,12/29/20,Beitou District,2015,Land+Building,1,1,0,0,No,9,Apartment_5to10storey,Reinforced Concrete,14.97,83.3,50.82,3.36,4.66,1,1,1,1,No carpark,0,0,1,15750000,189076
21653,11/14/20,Beitou District,1981,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,26.6,98.73,80.84,0,13.78,3,1,1,0,No carpark,0,0,0,14360000,145447
21654,12/22/20,Shilin District,1984,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,24.8,73.56,62.45,0,9.37,4,2,1,0,No carpark,0,0,0,12200000,165851
21655,12/11/20,Shilin District,1975,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,20.88,50.23,50.23,0,0,3,1,1,0,No carpark,0,0,0,5650000,112483
21656,12/22/20,Beitou District,2015,Land+Building+Garage,1,1,1,1,Yes,9,Apartment_5to10storey,Reinforced Concrete,21.58,162.09,68.6,7.26,7.88,2,2,1,1,Ramp Plane,45.44,2600000,1,27500000,213459
21657,12/29/20,Beitou District,2015,Land+Building,1,1,0,0,No,19,Apartment_11storeyorgreater,Reinforced Concrete,7.85,49.29,27.71,1.93,3.1,1,1,1,1,No carpark,0,0,1,7150000,145060
21658,12/13/20,Shilin District,1970,Land+Building,1,1,0,0,No,4,Apartment_5storey,Strengthened Brickwork,120.63,164.52,164.52,0,0,4,2,1,0,No carpark,0,0,0,14500000,88135
21659,12/13/20,Beitou District,2012,Land+Building+Garage,1,1,1,1,Yes,5,Apartment_5to10storey,Reinforced Concrete,55.12,149.85,70.07,6.36,8.22,3,2,1,1,Lifting Machinery,18.92,0,1,18300000,122122
21660,12/31/20,Daan District,1974,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,45.5,136.03,136.03,0,0,4,2,1,0,No carpark,0,0,0,37800000,277880
21661,12/14/20,Daan District,1995,Land+Building,1,1,0,0,No,6,Apartment_5to10storey,Reinforced Concrete,14.88,51.05,31.24,3.9,4.43,1,1,1,1,No carpark,0,0,1,12280000,240548
