tranaction_Id,transaction_date,district,complete_year,transaction_type,num_building,num_land,num_garage,garage_status,garage_label,total_floor_number,building_state,main_building_materials,land_shifting_total_area,building_shifting_total_area,main_building_area,subsidiary_building_area,balcony_area,num_room,num_bathroom,compartment,management_org,carpark_type,carpark_shifting_area,carpark_total_price,elevator,total_ntd,unit_ntd
5209,3/15/20,Shilin District,1980,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,34.51,133.71,106.2,0,19.63,3,2,1,0,No carpark,0,0,0,18800000,140603
5210,4/22/20,Wenshan District,1996,Land+Building+Garage,1,2,1,1,Yes,17,Apartment_11storeyorgreater,Reinforced Concrete,73.51,121.49,75.22,0.79,9.75,3,2,1,1,Ramp Machinery,13.67,1200000,1,13300000,112224
5211,5/14/20,ZhongZheng District,2008,Garage,0,0,1,1,Yes,14,Other,Steel Reinforced Concrete,0.02,24.29,0,0,0,0,0,1,1,Tower,24.3,1500000,0,1500000,NULL
5212,4/23/20,Daan District,1988,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,12.24,56.51,32.34,7.67,6.04,2,1,1,0,No carpark,0,0,1,13380000,236772
5213,4/6/20,Daan District,1983,Land+Building,1,2,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,31.29,164,121.53,19.77,0,4,2,1,0,No carpark,0,0,1,60000000,365854
5214,5/13/20,Daan District,NULL,Land+Building,1,2,0,0,No,13,Apartment_11storeyorgreater,Reinforced Concrete,2.36,19.7,18.56,0,0,0,0,0,1,No carpark,0,0,1,2500000,126968
5215,4/30/20,Daan District,1980,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,17.94,156.24,95.58,0,31.44,4,2,1,1,No carpark,0,0,1,37000000,236815
5216,4/16/20,Daan District,2009,Land+Building,1,1,0,0,No,8,Suite,Reinforced Concrete,7.69,40.72,21.38,2.31,2.67,0,1,1,1,No carpark,0,0,0,11300000,277505
5217,4/25/20,Daan District,NULL,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,5.66,62.27,39.02,0,0,0,0,0,1,No carpark,0,0,1,14300000,229645
5218,4/25/20,Daan District,1990,Garage,0,0,1,1,Yes,15,Other,Reinforced Concrete,1.46,25.27,0,0,0,0,0,1,1,Ramp Plane,0,2550000,0,2550000,NULL
5219,4/11/20,Wanhua District,2017,Land+Building+Garage,1,1,1,1,Yes,19,Apartment_11storeyorgreater,Reinforced Concrete,9.94,149.42,74.88,5,6.5,3,2,1,1,Ramp Plane,27.87,3500000,1,26500000,189223
5220,4/27/20,Beitou District,2005,Garage,0,0,1,1,Yes,13,Other,Reinforced Concrete,0.28,39.49,0,0,0,0,0,1,1,Ramp Plane,38.67,2300000,0,2300000,NULL
5221,4/24/20,Beitou District,2018,Land+Building+Garage,1,1,1,1,Yes,6,Apartment_5to10storey,Reinforced Concrete,21.81,105.54,48.1,2.4,4.35,2,1,1,1,Lifting Plane,20.44,2000000,1,20200000,213866
5222,4/24/20,Shilin District,2017,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,15.03,74.95,34.61,2.23,4.95,0,0,0,1,other,14.99,1900000,1,17520000,260507
5223,4/1/20,Beitou District,2011,Land+Building+Garage,1,1,2,1,Yes,5,Apartment_5storey,Reinforced Concrete,109.73,382.35,163.16,19.62,22.41,5,5,1,1,Ramp Plane,65.92,0,0,47800000,125016
5224,4/25/20,Beitou District,2015,Land+Building+Garage,1,1,1,1,Yes,8,Apartment_5to10storey,Reinforced Concrete,26.18,202.2,88.77,6.37,9.45,3,2,1,1,Ramp Plane,56.26,2500000,1,25880000,160203
5225,4/29/20,Beitou District,2007,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,55.3,143.79,65.5,2.5,6.52,2,2,1,1,Ramp Plane,44.74,0,1,18300000,127269
5226,4/12/20,Shilin District,1979,Land+Building,1,3,0,0,No,5,Apartment_5storey,Reinforced Concrete,25.64,101.76,88.38,0,13.38,3,2,1,0,No carpark,0,0,0,17000000,167060
5227,4/24/20,Shilin District,2017,Land+Building+Garage,1,2,1,1,Yes,14,Suite,Reinforced Concrete,5.07,51.07,18.47,1.09,1.91,1,1,1,1,Ramp Machinery,18.71,0,0,6600000,129234
5228,4/15/20,Songshan District,1986,Land+Building,1,1,0,0,No,12,Commercial Building,Reinforced Concrete,6.63,28.2,23.71,2,0,0,0,0,1,No carpark,0,0,1,12888357,457034
5229,4/7/20,Xinyi District,2013,Land+Building+Garage,1,5,1,1,Yes,13,Apartment_11storeyorgreater,Reinforced Concrete,19.9,204.52,109.33,1.92,12.19,3,2,1,1,Lifting Plane,21,0,1,49500000,242030
5230,5/14/20,Xinyi District,2018,Land+Building+Garage,1,1,1,1,Yes,14,Apartment_11storeyorgreater,Reinforced Concrete,29.2,241.38,117.58,4.52,12.11,4,2,1,1,Ramp Plane,0,589644,1,49138888,203575
5231,4/7/20,Songshan District,1988,Land+Building+Garage,1,3,1,1,Yes,18,Apartment_11storeyorgreater,Reinforced Concrete,18.41,194.62,144.56,3.85,13.32,3,2,1,1,Ramp Plane,0,0,1,45000000,231220
5232,4/25/20,Nangang District,1973,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,34.75,84.11,84.11,0,0,3,1,1,0,No carpark,0,0,0,13000000,154560
5233,4/13/20,Xinyi District,1994,Land+Building,1,1,0,0,No,24,Apartment_11storeyorgreater,Reinforced Concrete,2.68,29,20.49,0.74,3.36,3,2,1,1,No carpark,0,0,1,8000000,275767
5234,3/10/20,Songshan District,1984,Land+Building,1,1,0,0,No,12,Suite,Reinforced Concrete,3.55,34.98,17.62,0,5.99,1,1,1,1,No carpark,0,0,0,7200000,205832
5235,4/14/20,Nangang District,2014,Land+Building+Garage,1,1,2,1,Yes,21,Apartment_11storeyorgreater,Steel Reinforced Concrete,49.98,301.8,150.58,0,15.31,0,2,1,1,Ramp Plane,55.14,0,1,74250000,246024
5236,4/28/20,Neihu District,1979,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,52.25,132.07,119.08,0,12.99,4,3,1,0,No carpark,0,0,0,21680000,164155
5237,4/20/20,Neihu District,2018,Land+Building+Garage,1,2,1,1,Yes,14,Apartment_11storeyorgreater,Reinforced Concrete,28.15,217.29,106.24,4.73,11.91,3,2,1,1,Ramp Plane,33.74,3000000,1,64500000,335059
5238,1/13/20,Zhongshan District,2001,Land+Building+Garage,1,1,3,1,Yes,9,Apartment_5to10storey,Steel Reinforced Concrete,136.19,433.73,190.1,0,22.26,4,3,1,1,Ramp Plane,0,0,1,92000000,212114
5239,4/17/20,Wanhua District,1983,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,31.45,223.38,216.98,0,6.4,0,0,0,0,No carpark,0,0,0,17300000,77447
5240,4/30/20,Wanhua District,1975,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,15.23,48.19,48.19,0,0,2,1,1,0,No carpark,0,0,0,6500000,134883
5241,4/22/20,Wanhua District,1971,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,26.5,69.64,69.64,0,0,2,2,1,0,No carpark,0,0,0,7700000,110569
5242,4/27/20,Wanhua District,1979,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,16.78,59.84,52.57,0,7.27,2,1,1,1,No carpark,0,0,1,8400000,140374
5243,5/3/20,Zhongshan District,1979,Land+Building,1,2,0,0,No,7,Suite,Reinforced Concrete,4.54,30.58,21.77,0,3.29,1,1,1,1,No carpark,0,0,0,4800000,156965
5244,4/30/20,Zhongshan District,2008,Land+Building,1,2,0,0,No,14,Apartment_11storeyorgreater,Reinforced Concrete,3.57,34.62,20.03,0.32,2.59,0,1,1,1,No carpark,0,0,1,7300000,210861
5245,5/14/20,Neihu District,1991,Garage,0,0,1,1,Yes,10,Other,Reinforced Concrete,1.47,14.68,0,0,0,0,0,1,1,Lifting Plane,14.68,580000,0,580000,NULL
5246,4/28/20,Neihu District,1989,Garage,0,0,1,1,Yes,16,Other,Reinforced Concrete,2.98,31.06,0,0,0,0,0,1,1,Ramp Plane,31.06,2500000,0,2500000,NULL
5247,4/30/20,Neihu District,1984,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,24.81,97.83,84.4,0,8.65,3,2,1,1,No carpark,0,0,0,14300000,146172
5248,4/19/20,Zhongshan District,1979,Land+Building,1,1,0,0,No,10,Apartment_5to10storey,Reinforced Concrete,9.55,87.92,59.18,0,6.2,3,2,1,1,No carpark,0,0,1,14560000,165605
5249,5/12/20,Neihu District,1996,Garage,0,0,1,1,Yes,12,Other,Reinforced Concrete,8.54,49.35,0,0,0,0,0,1,1,Ramp Plane,49.35,1970000,0,1970000,NULL
5250,3/27/20,Zhongshan District,1996,Land+Building,1,3,0,0,No,11,Commercial Building,Reinforced Concrete,6.51,56.55,36.64,0.46,4.24,3,2,1,1,No carpark,0,0,1,6000000,106101
5251,4/28/20,Zhongshan District,1995,Land+Building+Garage,2,2,4,1,Yes,12,Commercial Building,Reinforced Concrete,49.8,471.28,344.96,2.8,33.26,0,0,0,1,Lifting Plane,0,0,1,85000000,180360
5252,5/1/20,Neihu District,1984,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,39.71,105.82,71.56,0,7.13,3,1,1,1,No carpark,0,0,1,17600000,166320
5253,5/5/20,Wanhua District,1982,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,15.97,60.36,42.12,0,3.57,2,1,1,1,No carpark,0,0,1,8700000,144135
5254,4/20/20,Datong District,2019,Land+Building,1,2,0,0,No,6,Suite,Reinforced Concrete,9.36,48.21,26.18,0,0,1,1,1,0,No carpark,0,0,0,9600000,199129
5255,4/26/20,Datong District,1975,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,34.5,88.05,81.03,0,7.02,4,4,1,0,No carpark,0,0,0,11000000,124929
5256,3/25/20,Wanhua District,2019,Land+Building+Garage,1,2,1,1,Yes,18,Apartment_11storeyorgreater,Reinforced Concrete,12.15,164.63,65.28,0,17.41,2,2,1,1,Ramp Plane,39.8,2150000,1,27900000,206281
5257,4/25/20,Wanhua District,1975,Land+Building,1,2,0,0,No,5,Apartment_5storey,Reinforced Concrete,17.94,45.88,45.88,0,0,1,1,1,1,No carpark,0,0,0,5000000,108980
5258,4/9/20,Wanhua District,1973,Land+Building,1,2,0,0,No,4,Apartment_5storey,Reinforced Concrete,17,50.2,50.2,0,0,0,0,1,0,No carpark,0,0,0,4700000,93625
5259,4/23/20,Wanhua District,1969,Land+Building,1,1,0,0,No,4,Apartment_5storey,Strengthened Brickwork,28,113.43,113.43,0,0,3,1,1,0,No carpark,0,0,0,9400000,82870
5260,3/4/20,Wenshan District,2018,Land+Building+Garage,1,1,1,1,Yes,5,Apartment_5to10storey,Reinforced Concrete,149.94,225.44,122.35,0,10.85,4,2,1,1,Ramp Plane,35.02,2500000,1,34500000,168050
5261,4/26/20,ZhongZheng District,1977,Land+Building,1,2,0,0,No,5,Apartment_5storey,Reinforced Concrete,17.52,60.07,60.07,0,0,2,1,1,0,No carpark,0,0,0,10700000,178126
5262,5/1/20,Wenshan District,2019,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,17.34,83.65,41.84,0,2.36,0,0,0,1,Ramp Machinery,15.85,1350000,1,18600000,254425
5263,3/15/20,Wenshan District,1994,Land+Building,1,1,0,0,No,6,Apartment_5to10storey,Reinforced Concrete,28.11,97.95,57.42,23.33,6.53,2,1,1,0,No carpark,0,0,1,16450000,167943
5264,4/15/20,ZhongZheng District,2017,Land+Building+Garage,1,1,1,1,Yes,11,Apartment_11storeyorgreater,Reinforced Concrete,25.96,133.01,58.24,6.07,7.2,3,2,1,1,Ramp Machinery,27.48,2000000,1,26800000,235004
5265,5/14/20,Wenshan District,1994,Land+Building,1,2,0,0,No,14,Apartment_11storeyorgreater,Reinforced Concrete,15.38,71.31,44.64,1.07,4.95,2,1,1,1,No carpark,0,0,1,11000000,154256
5266,4/20/20,Wenshan District,2009,Land+Building+Garage,1,2,1,1,Yes,13,Apartment_11storeyorgreater,Reinforced Concrete,16.08,106.72,43.62,1.39,3.16,2,1,1,1,Ramp Plane,36.41,0,1,12500000,117129
5267,4/18/20,Wenshan District,1981,Land+Building,1,2,0,0,No,5,Apartment_5storey,Reinforced Concrete,27.8,97.67,85.41,12.26,0,3,2,1,0,No carpark,0,0,0,19200000,196580
5268,4/29/20,ZhongZheng District,1988,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,24.23,126.52,106.86,0,12.23,4,2,1,0,No carpark,0,0,1,17800000,140689
5269,2/21/20,Shilin District,1980,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,32.44,101.91,91.41,0,10.5,3,1,1,0,No carpark,0,0,0,10000000,98126
5270,2/23/20,Wenshan District,1975,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,38.75,102.08,102.08,0,0,3,1,1,0,No carpark,0,0,0,13200000,129310
5271,4/18/20,Wenshan District,2000,Land+Building+Garage,1,1,1,1,Yes,6,Apartment_5to10storey,Reinforced Concrete,41.31,152.86,85.32,0,7.44,3,2,1,0,Lifting Plane,26.92,0,1,19000000,124297
5272,4/27/20,Wenshan District,2016,Garage,0,0,1,1,Yes,17,Other,Steel Reinforced Concrete,0.38,42.19,0,0,0,0,0,1,1,Ramp Plane,42.19,2280000,0,2280000,NULL
5273,4/27/20,Wenshan District,2016,Garage,0,0,1,1,Yes,17,Other,Steel Reinforced Concrete,0.38,42.19,0,0,0,0,0,1,1,Ramp Plane,42.19,2250000,0,2250000,NULL
5274,4/16/20,Wenshan District,2016,Garage,0,0,1,1,Yes,17,Other,Steel Reinforced Concrete,0.38,42.19,0,0,0,0,0,1,1,Ramp Plane,42.19,2280000,0,2280000,NULL
5275,4/14/20,Wenshan District,2016,Garage,0,0,1,1,Yes,17,Other,Steel Reinforced Concrete,0.38,42.19,0,0,0,0,0,1,1,Ramp Plane,42.19,2380000,0,2380000,NULL
5276,4/16/20,Wenshan District,1985,Land+Building,1,1,0,0,No,2,House,Reinforced Concrete,143,158.35,139.55,8.03,10.77,6,3,1,0,No carpark,0,0,0,31300000,197663
5277,2/16/20,Wenshan District,2007,Land+Building+Garage,1,1,1,1,Yes,12,Apartment_11storeyorgreater,Reinforced Concrete,38.8,216.98,105.67,4.68,12.5,4,2,1,1,Ramp Plane,21.97,0,1,28160000,129782
5278,3/4/20,ZhongZheng District,NULL,Land+Building,1,1,0,0,No,4,Apartment_5storey,Strengthened Brickwork,30.31,76.81,76.8,0,0,3,2,1,0,No carpark,0,0,0,12000000,156230
5279,4/26/20,Wenshan District,2014,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,37.17,191.67,99,10.13,9.83,3,2,1,0,Tower,11.63,0,1,27500000,143476
5280,3/31/20,Wanhua District,2016,Land+Building,1,1,0,0,No,26,Suite,Other,3.61,53.67,30.18,0,5.16,1,1,1,1,No carpark,0,0,0,10950000,203987
5281,4/29/20,Datong District,NULL,Garage,0,0,1,1,Yes,NULL,Other,NULL,1.11,10.96,0,0,0,0,0,1,1,Lifting Plane,0,1720000,0,1720000,NULL
5282,3/14/20,Wenshan District,2020,Land+Building,1,3,0,0,No,27,Apartment_11storeyorgreater,Steel Reinforced Concrete,6.52,75.59,38.49,1.64,8.52,0,0,0,0,No carpark,0,0,1,15900000,210345
5283,5/1/20,Neihu District,1977,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,21.6,102.48,90.1,0,12.38,3,2,1,0,No carpark,0,0,0,14000000,136612
5284,4/11/20,Neihu District,1980,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,27.4,119.87,106.16,0,13.71,3,2,1,0,No carpark,0,0,0,15000000,125136
5285,2/17/20,Zhongshan District,1978,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,24.4,85.04,76.38,0,8.66,3,1,1,0,No carpark,0,0,0,14450000,169920
5286,5/3/20,Zhongshan District,1982,Land+Building,1,1,0,0,No,11,Apartment_11storeyorgreater,Reinforced Concrete,8.52,82.46,68.19,0,0,2,1,1,1,No carpark,0,0,1,13920000,168809
5287,3/8/20,Neihu District,1984,Land+Building,1,2,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,39.72,105.93,71.56,0,7.13,3,1,1,1,No carpark,0,0,1,17060000,161050
5288,4/29/20,Neihu District,1981,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,27.44,96.85,89.49,0,7.36,3,2,1,0,No carpark,0,0,0,12880000,132989
5289,4/27/20,Zhongshan District,2001,Land+Building+Garage,1,1,2,1,Yes,13,Apartment_11storeyorgreater,Reinforced Concrete,126.96,423.82,226.25,0,26.76,3,4,1,1,Ramp Plane,89.92,0,1,188880000,445661
5290,5/3/20,Neihu District,1981,Land+Building,1,4,0,0,No,4,Apartment_5storey,Reinforced Concrete,41.44,105.35,83.01,0,22.34,4,2,1,0,No carpark,0,0,0,12350000,117228
5291,4/30/20,Wanhua District,NULL,Land+Building,1,1,0,0,No,4,House,Strengthened Brickwork,12.5,47.04,47.04,0,0,0,0,0,0,No carpark,0,0,0,4400000,93537
5292,4/16/20,Wanhua District,1972,Land+Building,2,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,40,94.76,87.4,3.68,3.68,3,2,1,0,No carpark,0,0,0,20500000,216336
5293,5/11/20,Zhongshan District,1984,Land+Building,1,3,0,0,No,13,Apartment_11storeyorgreater,Reinforced Concrete,2.83,31.01,21.78,0,2.73,1,1,1,1,No carpark,0,0,1,3850000,124153
5294,4/25/20,Xinyi District,2000,Land+Building,1,1,0,0,No,13,Apartment_11storeyorgreater,Reinforced Concrete,6.28,74.46,44.67,0.35,8.34,1,1,1,1,No carpark,0,0,1,19138000,257024
5295,5/9/20,Xinyi District,1998,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,47.84,177.69,82.23,1.92,10.97,3,2,1,1,No carpark,0,0,0,40000000,225111
5296,5/8/20,Xinyi District,2006,Land+Building,1,1,0,0,No,13,Commercial Building,Other,11.38,178.18,100.74,0,14.73,0,0,0,1,No carpark,0,0,1,43120000,242002
5297,5/5/20,Songshan District,1978,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,39.8,139.28,123.43,0,15.85,4,2,1,0,No carpark,0,0,0,11210000,80485
5298,5/4/20,Xinyi District,1962,Land+Building,1,1,0,0,No,2,House,Strengthened Brickwork,63,44.38,44.38,0,0,2,2,1,0,No carpark,0,0,0,20000000,450653
5299,4/16/20,Xinyi District,1974,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,13.5,38.22,38.22,0,0,3,2,1,0,No carpark,0,0,0,9000000,235479
5300,4/26/20,Songshan District,2006,Land+Building,1,1,0,0,No,11,Apartment_11storeyorgreater,Reinforced Concrete,38.35,156.89,77.7,0,9.7,2,2,1,1,No carpark,0,0,1,25700000,163809
5301,4/20/20,Beitou District,1970,Land+Building,1,1,0,0,No,4,Apartment_5storey,Strengthened Brickwork,31,92.4,92.4,0,0,3,1,1,0,No carpark,0,0,0,12000000,129870
5302,4/29/20,Beitou District,2009,Land+Building,1,1,0,0,No,13,Suite,Reinforced Concrete,8.83,54.6,33.24,1.24,0,1,1,1,1,No carpark,0,0,0,6280000,115018
5303,5/4/20,Beitou District,2007,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,15.53,58.59,37.98,0,0,2,2,1,1,No carpark,0,0,1,14000000,238949
5304,4/22/20,Shilin District,1976,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,73,149.22,149.22,0,0,4,2,1,0,No carpark,0,0,0,18280000,122504
5305,5/3/20,Beitou District,2015,Land+Building+Garage,1,1,1,1,Yes,19,Other,Reinforced Concrete,8.63,86.2,27.71,1.93,3.1,1,1,1,1,Ramp Plane,36.91,0,0,8900000,103248
5306,5/1/20,Shilin District,1970,Land+Building,1,1,0,0,No,3,Apartment_5storey,Strengthened Brickwork,26,77,77,0,0,2,1,1,0,No carpark,0,0,0,950000,12338
5307,4/13/20,Shilin District,NULL,Land+Building,1,1,0,0,No,1,House,Brickwork,56.5,9.25,9.25,0,0,0,0,0,0,No carpark,0,0,0,10260000,1109189
5308,4/27/20,Beitou District,1974,Land+Building,1,1,0,0,No,4,Storefront,Reinforced Concrete,40.75,120.61,120.61,0,0,2,1,1,0,No carpark,0,0,0,31800000,263660
5309,4/22/20,Beitou District,1979,Land+Building,1,4,0,0,No,4,Apartment_5storey,Reinforced Concrete,34.11,97.11,68.1,0,23.9,3,2,1,0,No carpark,0,0,0,8500000,87530
5310,3/19/20,Shilin District,2007,Land+Building+Garage,1,6,1,1,Yes,14,Apartment_11storeyorgreater,Steel Reinforced Concrete,33.31,244.17,131.51,6.43,10.68,4,2,1,1,Ramp Plane,0,0,1,18500000,75767
5311,4/27/20,Shilin District,1970,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,13.45,35.97,32.77,1.35,1.85,2,1,1,1,No carpark,0,0,0,4500000,125104
5312,5/17/20,Daan District,2006,Garage,0,0,1,1,Yes,12,Other,Reinforced Concrete,0.06,1.95,0,0,0,0,0,1,1,Tower,0,1900000,0,1900000,NULL
5313,5/7/20,Daan District,1970,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,26,132.42,132.42,0,0,3,2,1,0,No carpark,0,0,1,28000000,211448
5314,4/12/20,Daan District,1978,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,27.6,101.25,93.03,0,8.22,3,2,1,0,No carpark,0,0,0,14600000,144198
5315,4/30/20,Daan District,2016,Land+Building+Garage,1,2,3,1,Yes,23,Apartment_11storeyorgreater,Other,39.69,399.15,188.9,12.23,23.42,3,2,1,1,Ramp Plane,74.4,8600000,1,121200000,346728
5316,5/4/20,Daan District,1977,Land+Building,1,6,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,20.67,154.81,120.33,0,15.66,2,0,1,1,No carpark,0,0,1,42880000,276985
5317,3/20/20,Wenshan District,1976,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,24.62,66.14,66.14,0,0,3,2,1,0,No carpark,0,0,0,9200000,139099
5318,4/18/20,Wenshan District,1990,Land+Building,1,1,0,0,No,7,Storefront,Reinforced Concrete,22.45,161.4,93.69,40.89,5.86,1,2,1,1,No carpark,0,0,0,19800000,122677
5319,5/9/20,Wenshan District,1992,Land+Building+Garage,1,1,1,1,Yes,14,Apartment_11storeyorgreater,Reinforced Concrete,44.41,206.32,163.18,1.38,18.15,4,2,1,1,Ramp Machinery,29.04,1500000,1,25980000,138087
5320,4/18/20,Wenshan District,1992,Land+Building,1,1,0,0,No,15,Apartment_11storeyorgreater,Reinforced Concrete,16.6,144.8,120.52,2.6,11.66,4,2,1,0,No carpark,0,0,1,21500000,148481
5321,4/28/20,Daan District,NULL,Land+Building,1,1,0,0,No,6,Apartment_5to10storey,Reinforced Concrete,12.22,61.63,44.66,3.39,3.35,3,2,1,1,No carpark,0,0,1,13840000,224566
5322,4/6/20,Shilin District,2017,Garage,0,0,1,1,Yes,14,Other,Reinforced Concrete,0.05,18.93,0,0,0,0,0,1,1,Lifting Plane,0,0,0,850000,NULL
5323,4/6/20,Shilin District,2017,Land+Building,1,2,0,0,No,14,Apartment_11storeyorgreater,Reinforced Concrete,11.31,72.43,41.27,2.51,4.26,2,1,1,1,No carpark,0,0,1,11000000,151871
5324,4/17/20,Shilin District,1978,Land+Building,1,2,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,23.4,117.93,101.52,2.34,2.34,3,2,1,0,No carpark,0,0,1,31300000,265412
5325,3/7/20,Neihu District,1991,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,47.95,312.35,233.39,24.5,27.54,8,4,1,0,Lifting Machinery,0,1500000,1,46080000,147527
5326,4/19/20,Neihu District,1985,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,26.81,99.47,81.54,0,9.66,3,2,1,0,No carpark,0,0,0,13280000,133508
5327,4/21/20,Zhongshan District,2007,Land+Building+Garage,1,2,2,1,Yes,14,Apartment_11storeyorgreater,Reinforced Concrete,29.26,284.15,161.98,0.78,15.61,2,2,1,1,Ramp Plane,85.2,4800000,1,56000000,257351
5328,4/24/20,Neihu District,2016,Land+Building,1,1,0,0,No,13,Apartment_11storeyorgreater,Reinforced Concrete,14.12,141.58,81.62,0,12.81,2,2,1,1,No carpark,0,0,1,29750000,210129
5329,4/24/20,Neihu District,NULL,Garage,0,0,1,1,Yes,NULL,Other,NULL,0.94,26.82,0,0,0,0,0,1,1,Ramp Plane,26.82,2600000,0,2600000,NULL
5330,4/21/20,Daan District,1978,Land+Building,1,2,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,21.57,122.99,112.5,0,10.49,3,2,1,0,No carpark,0,0,1,33880000,275470
5331,4/25/20,Shilin District,1979,Land+Building,1,1,0,0,No,7,Suite,Reinforced Concrete,4.44,32.88,26.63,0,2.38,1,1,1,1,No carpark,0,0,0,5760000,175182
5332,4/19/20,Songshan District,1992,Land+Building,1,1,0,0,No,9,Apartment_5to10storey,Reinforced Concrete,34.79,136,101.08,0,11.36,3,2,1,1,No carpark,0,0,1,30850000,226838
5333,4/29/20,Xinyi District,1975,Land+Building,1,4,0,0,No,4,Apartment_5storey,Reinforced Concrete,29.14,95.04,95.04,0,0,1,1,1,0,No carpark,0,0,0,16000000,168350
5334,5/4/20,Xinyi District,1994,Land+Building,1,1,0,0,No,7,Suite,Reinforced Concrete,4.81,35.97,13.81,1.21,3.38,0,1,1,1,No carpark,0,0,0,8950000,248818
5335,4/26/20,Nangang District,1977,Land+Building,1,2,0,0,No,4,Apartment_5storey,Reinforced Concrete,32.56,72.9,60.8,0,12.1,3,1,1,0,No carpark,0,0,0,12500000,171468
5336,4/26/20,Nangang District,2004,Land+Building+Garage,1,1,1,1,Yes,10,Apartment_5to10storey,Reinforced Concrete,44.95,146.22,74.71,0,8.9,3,2,1,1,Ramp Plane,0,0,1,21500000,147039
5337,4/30/20,Songshan District,1972,Garage,0,0,1,1,Yes,6,Other,Reinforced Concrete,2.18,37.22,0,0,0,0,0,1,0,Ramp Plane,37.22,1200000,0,1200000,NULL
5338,4/5/20,Xinyi District,1992,Land+Building,1,2,0,0,No,10,Commercial Building,Reinforced Concrete,22.47,134.45,73.31,0,11.42,0,0,1,1,No carpark,0,0,1,26500000,197099
5339,4/21/20,Shilin District,2006,Land+Building+Garage,1,1,1,1,Yes,10,Apartment_5to10storey,Reinforced Concrete,31.6,191.5,103.6,5.02,6.79,3,2,1,1,Ramp Plane,34.66,2800000,1,36800000,216781
5340,3/5/20,Shilin District,2008,Land+Building+Garage,1,1,1,1,Yes,15,Apartment_11storeyorgreater,Reinforced Concrete,11.76,101.7,51.43,3.7,0,1,1,1,1,Ramp Plane,21.18,1800000,1,17380000,193492
5341,4/21/20,Daan District,1981,Land+Building,1,3,0,0,No,16,Apartment_11storeyorgreater,Reinforced Concrete,8.25,100.76,77.92,0,9.12,2,1,1,1,No carpark,0,0,1,23250000,230746
5342,4/13/20,Daan District,1983,Land+Building,1,2,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,25.41,130.68,80.33,0,25.93,3,2,1,1,No carpark,0,0,1,33200000,254056
